cat	year	split			URL	Final AGENT	Final EVENTS	Final WORLD	Final Composite	3rd person	Adjudicated AGENTS	Adjudicated EVENTS	Adjudicated WORLD	MEAN	STDEV	Agents mean	Events mean	World mean	Agents std	Events std	World std	A1 average	A1 agents	A1 events	A1 world	A2 average	A2 agents	A2 events	A2 world	A3 average	A3 agents	A3 events	A3 world
Grammy_ALT	1963	train	Sammy Davis, Jr.	My Romance	https://www.azlyrics.com/lyrics/sammydavisjr/myromance.html	1.333	1	3	1.778					1.778	0.157	1.333	1	3	0.471	0	0.816	1.67	2	1	2	1.67	1	1	3	2	1	1	4
Billboard	1970	train	Santana	Evil Ways	https://www.azlyrics.com/lyrics/santana/evilways.html	3	2	3	2.667					2.67	0.54	3	2	3	0	0.82	0.82	2	3	1	2	2.67	3	2	3	3.33	3	3	4
Billboard	2008	train	Santana featuring Chad Kroeger	Into the Night	https://www.azlyrics.com/lyrics/santana/intothenight.html	2.67	2.33	2	2.333					2.33	0.82	2.67	2.33	2	0.94	1.25	0.82	1.33	2	1	1	3.33	4	4	2	2.33	2	2	3
Grammy_ALT	2000	dev	Santana featuring Rob Thomas	Africa Bamba	https://www.azlyrics.com/lyrics/santana/doyouliketheway.html	2	2	3.67	2.557					2.56	0.68	2	2	3.67	0.82	0.82	1.25	2.67	2	1	5	3.33	3	3	4	1.67	1	2	2
Grammy_NOM	2000	dev	Santana featuring Rob Thomas	Smooth	https://www.azlyrics.com/lyrics/santana/smooth.html	3	1.67	3	2.557					2.56	0.31	3	1.67	3	1.41	0.94	0.82	2.33	2	1	4	3	5	1	3	2.33	2	3	2
Grammy_NOM	2009	dev	Sara Bareilles	Love Song	https://www.azlyrics.com/lyrics/sarabareilles/lovesong.html	4	2	1	2.333		4	2	1	3.56	1.23	4.67	2.67	3.33	0.47	1.7	1.7	3.67	5	2	4	2	4	1	1	5	5	5	5
Grammy_ALT	2009	train	Sara Bareilles	Many the Miles	https://www.azlyrics.com/lyrics/sarabareilles/manythemiles.html	4	2.67	2	2.890					2.89	0.57	4	2.67	2	0	0.94	0.82	2.33	4	2	1	2.67	4	2	2	3.67	4	4	3
Billboard	1991	train	Scorpions	Wind of Change	https://www.azlyrics.com/lyrics/scorpions/windofchange.html	2.67	2.33	4	3.000					3	0.27	2.67	2.33	4	1.25	1.25	1.41	3	3	1	5	3.33	4	4	2	2.67	1	2	5
Grammy_NOM	1996	train	Seal	Kiss from a Rose	https://www.azlyrics.com/lyrics/seal/kissfromarose.html	4.33	2.33	3.67	3.443					3.44	0.83	4.33	2.33	3.67	0.47	1.25	1.89	3.67	4	2	5	2.33	5	1	1	4.33	4	4	5
Grammy_ALT	1996	dev	Seal	Newborn Friend	https://www.azlyrics.com/lyrics/seal/newbornfriend.html	4	2.33	1.33	2.553					2.56	0.42	4	2.33	1.33	1.41	0.47	0.47	2.67	5	2	1	3	5	3	1	2	2	2	2
Billboard	2006	train	Sean Paul	Temperature	https://www.azlyrics.com/lyrics/seanpaul/temperature.html	3.67	2.67	3	3.113					3.11	0.42	3.67	2.67	3	0.94	0.47	0	2.67	3	2	3	3	3	3	3	3.67	5	3	3
Billboard	1983	train	Sérgio Mendes	Never Gonna Let You Go	https://www.azlyrics.com/lyrics/sergiomendes/nevergonnaletyougo.html	2.67	1.33	1	1.667					1.67	0.27	2.67	1.33	1	0.94	0.47	0	1.67	2	2	1	1.33	2	1	1	2	4	1	1
Billboard	1999	dev	Shania Twain	Man! I Feel Like a Woman!	https://www.azlyrics.com/lyrics/shaniatwain/manifeellikeawoman.html	4	2.67	3	3.223					3.22	0.31	4	2.67	3	0.82	0.47	0.82	3	5	2	2	3	3	3	3	3.67	4	3	4
Grammy_ALT	1999	dev	Shania Twain	Rock This Country!	https://www.azlyrics.com/lyrics/shaniatwain/rockthiscountry.html	3.33	2.67	3.33	3.110					3.11	0.42	3.33	2.67	3.33	0.94	1.7	0.47	3.67	2	5	4	2.67	4	1	3	3	4	2	3
Grammy_ALT	2000	train	Shania Twain	Whatever You Do! Don't!	https://www.azlyrics.com/lyrics/shaniatwain/whateveryoudodont.html	3	1	1	1.667		3	1	1	2.56	1.37	3.33	2.33	2	1.7	1.89	1.41	1	1	1	1	2.33	5	1	1	4.33	4	5	4
Grammy_NOM	1999	dev	Shania Twain	You're Still the One	https://www.azlyrics.com/lyrics/shaniatwain/yourestilltheone.html	3.67	2	1.67	2.447					2.44	0.96	3.67	2	1.67	1.25	1.41	0.94	1.33	2	1	1	2.33	5	1	1	3.67	4	4	3
Grammy_NOM	2000	test	Shania Twain	You've Got a Way	https://www.azlyrics.com/lyrics/shaniatwain/youvegotaway.html	3	1	1	1.667		3	1	1	2.33	1.09	3.33	2	1.67	1.7	1.41	0.94	1	1	1	1	2.33	5	1	1	3.67	4	4	3
Grammy_ALT	1998	train	Shawn Colvin	Suicide Alley	https://www.azlyrics.com/lyrics/shawncolvin/suicidealley.html	3	1	3	2.333					2.33	0.47	3	1	3	1.41	0	1.41	2.67	2	1	5	2.67	5	1	2	1.67	2	1	2
Grammy_NOM	1998	train	Shawn Colvin	Sunny Came Home	https://www.azlyrics.com/lyrics/shawncolvin/sunnycamehome.html	5	3.33	4.33	4.220					4.22	0.68	5	3.33	4.33	0	1.7	0.47	5	5	5	5	3.33	5	1	4	4.33	5	4	4
Billboard	2019	train	Shawn Mendes	If I Can't Have You	https://www.azlyrics.com/lyrics/shawnmendes/ificanthaveyou.html	4.33	3.67	3.33	3.777					3.78	0.68	4.33	3.67	3.33	0.47	0.47	1.7	3.67	4	3	4	3	4	4	1	4.67	5	4	5
Grammy_NOM	2019	train	Shawn Mendes	In My Blood	https://www.azlyrics.com/lyrics/shawnmendes/inmyblood.html	5	3.67	3.67	4.113					4.11	0.68	5	3.67	3.67	0	1.89	1.25	4	5	5	2	3.33	5	1	4	5	5	5	5
Grammy_ALT	2019	train	Shawn Mendes	Youth	https://www.azlyrics.com/lyrics/shawnmendes/youth.html	4	2	2.33	2.777					2.78	0.63	4	2	2.33	0.82	1.41	1.25	2.33	4	1	2	2.33	5	1	1	3.67	3	4	4
Billboard	1985	test	Sheena Easton	Strut	https://www.azlyrics.com/lyrics/sheenaeaston/strut.html	4	4	1	3.000		4	4	1	3.78	1.26	4.67	3.67	3	0.47	1.89	1.41	4.67	5	5	4	2	4	1	1	4.67	5	5	4
Billboard	1986	train	Sheila E.	A Love Bizarre	https://www.azlyrics.com/lyrics/sheilae/alovebizarre.html	2.67	1.33	3.67	2.557					2.56	0.16	2.67	1.33	3.67	0.47	0.47	0.94	2.33	3	1	3	2.67	3	2	3	2.67	2	1	5
Grammy_NOM	1995	train	Sheryl Crow	All I Wanna Do	https://www.azlyrics.com/lyrics/sherylcrow/alliwannado.html	4.67	4.33	5	4.667					4.67	0.27	4.67	4.33	5	0.47	0.94	0	4.67	4	5	5	4.33	5	3	5	5	5	5	5
Grammy_ALT	1995	test	Sheryl Crow	All I Wanna Do	https://www.azlyrics.com/lyrics/sherylcrow/thenanasong.html	4	3.67	3.33	3.667					3.67	0.82	4	3.67	3.33	1.41	1.25	1.7	4.67	5	4	5	3.67	5	5	1	2.67	2	2	4
Grammy_NOM	1963	train	Shirley Bassey	As Long As He Needs Me	https://www.azlyrics.com/lyrics/shirleybassey/aslongasheneedsme.html	1.667	1	1	1.222					1.222	0.157	1.667	1	1	0.471	0	0	1.33	2	1	1	1.33	2	1	1	1	1	1	1
Grammy_ALT	1963	train	Shirley Bassey	As I Love You	https://www.azlyrics.com/lyrics/shirleybassey/asiloveyou.html	2.333	1	1	1.444					1.444	0.314	2.333	1	1	0.943	0	0	1	1	1	1	1.67	3	1	1	1.67	3	1	1
Billboard	1970	train	Shocking Blue	Venus	https://www.azlyrics.com/lyrics/shockingblue/venus.html	2.33	1.33	2.67	2.110					2.11	0.68	2.33	1.33	2.67	0.47	0.47	1.25	1.33	2	1	1	2	2	1	3	3	3	2	4
Grammy_NOM	2015	train	Sia	Chandelier	https://www.azlyrics.com/lyrics/sia/chandelier.html	4.33	4.33	4.33	4.330					4.33	0.47	4.33	4.33	4.33	0.47	0.47	0.47	5	5	5	5	4	4	4	4	4	4	4	4
Grammy_ALT	2015	train	Sia	Hostage	https://www.azlyrics.com/lyrics/sia/hostage.html	4.67	4.33	3	4.000					4	0.47	4.67	4.33	3	0.47	0.47	1.41	3.67	4	5	2	3.67	5	4	2	4.67	5	4	5
Grammy_NOM	2022	dev	Silk Sonic	Leave the Door Open	https://www.azlyrics.com/lyrics/brunomars/leavethedooropen.html	4	3	4.67	3.890					3.89	0.57	4	3	4.67	0	1.41	0.47	3.67	4	2	5	3.33	4	2	4	4.67	4	5	5
Grammy_ALT	2022	test	Silk Sonic	Leave the Door Open	https://www.azlyrics.com/lyrics/silksonic/flyasme.html	4	3	4	3.667		4	3	4	2.89	1.29	3.67	2.33	2.67	1.25	1.89	1.7	1.67	2	1	2	2.33	5	1	1	4.67	4	5	5
Grammy_NOM	1969	dev	Simon and Garfunkel	Mrs. Robinson	https://www.azlyrics.com/lyrics/simongarfunkel/mrsrobinson.html	4	2.667	3.333	3.333					3.333	0.272	4	2.667	3.333	0.816	0.471	0.943	3.67	5	2	4	3	4	3	2	3.33	3	3	4
Grammy_ALT	1969	train	Simon and Garfunkel	Bookends	https://www.azlyrics.com/lyrics/simongarfunkel/bookends.html	1.333	2	1	1.444					1.444	0.157	1.333	2	1	0.471	0	0	1.67	2	2	1	1.33	1	2	1	1.33	1	2	1
Grammy_NOM	1991	dev	Sinéad O'Connor	Nothing Compares 2 U	https://www.azlyrics.com/lyrics/sineadoconnor/nothingcompares2u.html	4.67	3.67	3.67	4.003					4	0.72	4.67	3.67	3.67	0.47	1.25	1.25	3.33	4	2	4	3.67	5	4	2	5	5	5	5
Grammy_ALT	1991	test	Sinéad O'Connor	The Emperor's New Clothes	https://www.azlyrics.com/lyrics/sineadoconnor/theemperorsnewclothes.html	4.67	4.67	3	4.113					4.11	0.42	4.67	4.67	3	0.47	0.47	0.82	4	5	5	2	3.67	4	4	3	4.67	5	5	4
Billboard	1969	train	Sly and the Family Stone	Hot Fun in the Summertime	https://www.azlyrics.com/lyrics/slythefamilystone/hotfuninthesummertime.html	1.333	1.667	2.333	1.778					1.778	0.416	1.333	1.667	2.333	0.471	0.943	1.247	2.33	2	1	4	1.67	1	3	1	1.33	1	1	2
Billboard	1987	train	Smokey Robinson	Just to See Her	https://www.azlyrics.com/lyrics/smokeyrobinson/justtoseeher.html	2.67	2.67	1	2.113					2.11	0.16	2.67	2.67	1	0.47	0.47	0	2.33	3	3	1	2	3	2	1	2	2	3	1
Billboard	1972	train	Sonny & Cher	A Cowboy's Work Is Never Done	https://www.azlyrics.com/lyrics/sonnycher/acowboysworkisneverdone.html	4	3	3	3.333		4	3	3	3.22	1.03	4	2.33	3.33	0.82	1.25	1.7	2.67	3	1	4	2.33	4	2	1	4.67	5	4	5
Billboard	1967	train	Sonny & Cher	The Beat Goes On	https://www.azlyrics.com/lyrics/sonnycher/thebeatgoeson.html	2	1.667	4.667	2.778					2.778	0.416	2	1.667	4.667	1.414	0.471	0.471	2.33	1	1	5	3.33	4	2	4	2.67	1	2	5
Billboard	1996	train	Sophie B. Hawkins	As I Lay Me Down	https://www.azlyrics.com/lyrics/sophiebhawkins/asilaymedown.html	3	3	4	3.333		3	3	4	3.33	1.52	3	3.33	3.67	1.41	1.7	1.89	1.33	2	1	1	5	5	5	5	3.67	2	4	5
Billboard	1976	train	Starland Vocal Band	Afternoon Delight	https://www.azlyrics.com/lyrics/starlandvocalband/afternoondelight.html	3.67	2.67	1	2.447					2.44	0.42	3.67	2.67	1	0.47	0.94	0	3	4	4	1	2.33	4	2	1	2	3	2	1
Billboard	1978	train	Steely Dan	Peg	https://www.azlyrics.com/lyrics/steelydan/peg.html	3.33	1.67	2.67	2.557					2.56	0.42	3.33	1.67	2.67	0.47	0.47	1.25	2.67	3	2	3	2	4	1	1	3	3	2	4
Billboard	1974	dev	Steely Dan	Rikki Don't Lose That Number	https://www.azlyrics.com/lyrics/steelydan/rikkidontlosethatnumber.html	4	3.33	3.33	3.553					3.56	0.42	4	3.33	3.33	0	0.94	1.7	4	4	4	4	3	4	4	1	3.67	4	2	5
Grammy_ALT	2023	test	Steve Lacy	Amber	https://www.azlyrics.com/lyrics/stevelacy/amber.html	2.67	3	1.33	2.333					2.33	0.82	2.67	3	1.33	0.94	1.63	0.47	1.33	2	1	1	3.33	4	5	1	2.33	2	3	2
Grammy_NOM	2023	dev	Steve Lacy	Bad Habit	https://www.azlyrics.com/lyrics/stevelacy/badhabit.html	4.33	2	2.67	3.000					3	0.54	4.33	2	2.67	0.47	1.41	1.25	3	4	1	4	2.33	5	1	1	3.67	4	4	3
Grammy_NOM	1987	train	Steve Winwood	Higher Love	https://www.azlyrics.com/lyrics/stevewinwood/higherlove.html	1.33	1.33	2.33	1.663					1.67	0.54	1.33	1.33	2.33	0.47	0.47	1.25	2.33	2	1	4	1.67	1	2	2	1	1	1	1
Grammy_ALT	1987	train	Steve Winwood	The Finer Things	https://www.azlyrics.com/lyrics/stevewinwood/thefinerthings.html	3	3	2.33	2.777					2.78	0.83	3	3	2.33	0.82	0.82	1.25	1.67	2	2	1	3	4	3	2	3.67	3	4	4
Grammy_NOM	1985	train	Stevie Wonder	I Just Called to Say I Love You	https://www.azlyrics.com/lyrics/steviewonder/ijustcalledtosayiloveyou.html	2.33	3.33	3.33	2.997					3	0.54	2.33	3.33	3.33	1.25	1.25	1.25	3	1	3	5	3.67	4	5	2	2.33	2	2	3
Billboard	1980	dev	Stevie Wonder	Send One Your Love	https://www.azlyrics.com/lyrics/steviewonder/sendoneyourlove.html	2	1	2.33	1.777					1.78	0.31	2	1	2.33	1.41	0	1.25	1.33	1	1	2	2	4	1	1	2	1	1	4
Billboard	1977	train	Stevie Wonder	Sir Duke	https://www.azlyrics.com/lyrics/steviewonder/sirduke.html	1.33	1	2	1.443					1.44	0.63	1.33	1	2	0.47	0	1.41	1	1	1	1	1	1	1	1	2.33	2	1	4
Grammy_ALT	1974	train	Stevie Wonder	Tuesday Heartbreak	https://www.azlyrics.com/lyrics/steviewonder/tuesdayheartbreak.html	3.33	3	2.33	2.887					2.89	0.42	3.33	3	2.33	0.47	0	0.94	2.33	3	3	1	3	3	3	3	3.33	4	3	3
Grammy_NOM	1974	train	Stevie Wonder	You Are the Sunshine of My Life	https://www.azlyrics.com/lyrics/steviewonder/youarethesunshineofmylife.html	3.33	2	1.67	2.333					2.33	0.54	3.33	2	1.67	0.47	0.82	0.94	1.67	3	1	1	3	3	3	3	2.33	4	2	1
Grammy_ALT	1985	dev	Stevie Wonder	The Woman In Red	https://www.azlyrics.com/lyrics/steviewonder/thewomaninred.html	4.33	2.67	3.33	3.443					3.44	0.96	4.33	2.67	3.33	0.47	1.7	1.7	3.33	4	2	4	2.33	5	1	1	4.67	4	5	5
Billboard	1991	train	Sting	All This Time	https://www.azlyrics.com/lyrics/sting/allthistime.html	4	1	3	2.667		4	1	3	3.22	1.37	3	2.67	4	1.41	1.7	1.41	1.67	2	1	2	5	5	5	5	3	2	2	5
Grammy_NOM	1989	train	Sting	Be Still My Beating Heart	https://www.azlyrics.com/lyrics/sting/bestillmybeatingheart.html	4	1.33	1.67	2.333					2.33	0	4	1.33	1.67	0.82	0.47	0.47	2.33	4	1	2	2.33	5	1	1	2.33	3	2	2
Grammy_NOM	1994	train	Sting	If I Ever Lose My Faith in You	https://www.azlyrics.com/lyrics/sting/ifieverlosemyfaithinyou.html	3.33	1.67	2.33	2.443					2.44	0.16	3.33	1.67	2.33	1.25	0.47	1.25	2.33	2	1	4	2.67	5	2	1	2.33	3	2	2
Grammy_ALT	1994	train	Sting	Seven Days	https://www.azlyrics.com/lyrics/sting/sevendays.html	5	4	4.67	4.557					4.56	0.42	5	4	4.67	0	1.41	0.47	4	5	2	5	4.67	5	5	4	5	5	5	5
Grammy_ALT	1989	train	Sting	The Lazarus Heart	https://www.azlyrics.com/lyrics/sting/lazarusheart.html	3	4	4	3.667		3	4	4	3.56	1.13	3.33	3.67	3.67	0.94	1.25	1.25	4.67	4	5	5	2	2	2	2	4	4	4	4
Billboard	1975	train	Sugarloaf	Don't Call Us, We'll Call You	https://www.azlyrics.com/lyrics/sugarloaf/dontcalluswellcallyou.html	4	5	5	4.667					4.67	0.27	4	5	5	0.82	0	0	4.67	4	5	5	5	5	5	5	4.33	3	5	5
Billboard	1986	train	Survivor	Burning Heart	https://www.azlyrics.com/lyrics/survivor/burningheart.html	1	1	3	1.667		1	1	3	2.78	1.1	2	2.67	3.67	1.41	1.25	1.25	1.33	1	1	2	4	4	4	4	3	1	3	5
Grammy_NOM	1983	train	Survivor	Eye of the Tiger	https://www.azlyrics.com/lyrics/survivor/eyeofthetiger.html	2.67	2.33	3.67	2.890					2.89	0.57	2.67	2.33	3.67	0.47	1.25	1.25	2.67	2	1	5	2.33	3	2	2	3.67	3	4	4
Grammy_ALT	1983	train	Survivor	Ever Since The World Began	https://www.azlyrics.com/lyrics/survivor/eversincetheworldbegan.html	1.67	2.67	2.33	2.223					2.22	0.96	1.67	2.67	2.33	0.47	1.25	1.25	1	1	1	1	3.33	2	4	4	2.33	2	3	2
Grammy_NOM	1988	test	Suzanne Vega	Luka	https://www.azlyrics.com/lyrics/suzannevega/luka.html	4.67	4.33	3.67	4.223					4.22	0.87	4.67	4.33	3.67	0.47	0.94	1.25	4.67	5	5	4	3	4	3	2	5	5	5	5
Grammy_ALT	1988	train	Suzanne Vega	Tom's Diner	https://www.azlyrics.com/lyrics/suzannevega/tomsdiner.html	4.67	5	5	4.890	0				4.89	0.16	4.67	5	5	0.47	0	0	4.67	4	5	5	5	5	5	5	5	5	5	5
Billboard	1979	train	Suzi Quatro & Chris Norman	Stumblin' In	https://www.azlyrics.com/lyrics/suziquatro/stumblinin.html	2.33	1	1	1.443					1.44	0.16	2.33	1	1	0.47	0	0	1.33	2	1	1	1.33	2	1	1	1.67	3	1	1
Billboard	1978	train	Sweet	Love Is Like Oxygen	https://www.azlyrics.com/lyrics/sweet/loveislikeoxygen.html	2	2	2.33	2.110					2.11	0.87	2	2	2.33	0.82	1.41	1.89	1.67	3	1	1	1.33	2	1	1	3.33	1	4	5
Billboard	1993	dev	SWV	Weak	https://www.azlyrics.com/lyrics/swv/weak.html	3.33	1.33	1	1.887					1.89	0.42	3.33	1.33	1	0.94	0.47	0	1.33	2	1	1	2	4	1	1	2.33	4	2	1
Grammy_NOM	2020	train	Tanya Tucker	Bring My Flowers Now	https://www.azlyrics.com/lyrics/tanyatucker/bringmyflowersnow.html	4	2	3	3.000		4	2	3	3.33	1.19	4.33	2.67	3	0.47	1.7	1.41	2.33	4	1	2	2.67	4	2	2	5	5	5	5
Grammy_ALT	2020	dev	Tanya Tucker	Seminole Wind Calling	https://www.azlyrics.com/lyrics/tanyatucker/seminolewindcalling.html	4	4.67	4.67	4.447					4.44	0.42	4	4.67	4.67	0.82	0.47	0.47	4.33	3	5	5	4	4	4	4	5	5	5	5
Billboard	1988	dev	Taylor Dayne	Prove Your Love	https://www.azlyrics.com/lyrics/taylordayne/proveyourlove.html	3.67	1.67	1.67	2.337					2.33	0.27	3.67	1.67	1.67	0.47	0.47	0.47	2.33	4	1	2	2	3	2	1	2.67	4	2	2
Billboard	1990	train	Taylor Dayne	With Every Beat of My Heart	https://www.azlyrics.com/lyrics/taylordayne/witheverybeatofmyheart.html	2.67	2.33	2	2.333					2.33	0.98	2.67	2.33	2	0.94	1.25	0.82	1.33	2	1	1	2	2	2	2	3.67	4	4	3
Grammy_NOM	2023	test	Taylor Swift	All Too Well (10 Minute Version) (The Short Film)	https://www.azlyrics.com/lyrics/taylorswift/alltoowell.html	5	5	5	5.000	0				5	0	5	5	5	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5
Grammy_ALT	2021	train	Taylor Swift	August	https://www.azlyrics.com/lyrics/taylorswift/august.html	4	4	4.67	4.223					4.22	0.16	4	4	4.67	0	0	0.47	4.33	4	4	5	4	4	4	4	4.33	4	4	5
Grammy_ALT	2015	train	Taylor Swift	Bad Blood	https://www.azlyrics.com/lyrics/taylorswift/badblood.html	3.33	4.33	3.33	3.663					3.67	0	3.33	4.33	3.33	0.47	0.47	0.94	3.67	3	4	4	3.67	4	5	2	3.67	3	4	4
Grammy_NOM	2016	train	Taylor Swift	Blank Space	https://www.azlyrics.com/lyrics/taylorswift/blankspace.html	5	4.33	4.33	4.553					4.56	0.42	5	4.33	4.33	0	0.47	0.94	4.67	5	4	5	4	5	4	3	5	5	5	5
Grammy_NOM	2021	train	Taylor Swift	Cardigan	https://www.azlyrics.com/lyrics/taylorswift/cardigan.html	4.33	3.67	5	4.333					4.33	0.47	4.33	3.67	5	0.47	1.25	0	4.67	4	5	5	3.67	4	2	5	4.67	5	4	5
Grammy_ALT	2020	train	Taylor Swift	I Forgot That You Existed	https://www.azlyrics.com/lyrics/taylorswift/iforgotthatyouexisted.html	4.67	4.33	3.67	4.223					4.22	0.68	4.67	4.33	3.67	0.47	0.94	1.25	4.33	4	5	4	3.33	5	3	2	5	5	5	5
Grammy_NOM	2020	test	Taylor Swift	Lover	https://www.azlyrics.com/lyrics/taylorswift/lover.html	4	3.67	4.67	4.113					4.11	0.83	4	3.67	4.67	1.41	1.25	0.47	3	2	2	5	4.33	5	4	4	5	5	5	5
Grammy_NOM	2015	train	Taylor Swift	Shake It Off	https://www.azlyrics.com/lyrics/taylorswift/shakeitoff.html	4	3	2	3.000		4	3	2	2.89	1.34	3.33	3	2.33	1.7	1.41	1.25	3.67	5	4	2	1	1	1	1	4	4	4	4
Grammy_ALT	2023	test	Taylor Swift	The Lucky One	https://www.azlyrics.com/lyrics/taylorswift/theluckyone.html	3	4	5	4.000		3	4	5	3.67	1.66	3.67	3.33	4	1.89	1.7	1.41	5	5	5	5	4.67	5	4	5	1.33	1	1	2
Grammy_ALT	2010	test	Taylor Swift	The Other Side of the Door	https://www.azlyrics.com/lyrics/taylorswift/theothersideofthedoor.html	5	5	5	5.000	0	5	5	5	4.11	1.03	4	4.33	4	1.41	0.47	1.41	2.67	2	4	2	4.67	5	4	5	5	5	5	5
Grammy_ALT	2016	train	Taylor Swift	Wildest Dreams	https://www.azlyrics.com/lyrics/taylorswift/wildestdreams.html	4.67	5	4.33	4.667					4.67	0.47	4.67	5	4.33	0.47	0	0.94	4	4	5	3	5	5	5	5	5	5	5	5
Grammy_NOM	2010	train	Taylor Swift	You Belong with Me	https://www.azlyrics.com/lyrics/taylorswift/youbelongwithme.html	4.33	4.33	3.33	3.997					4	0.47	4.33	4.33	3.33	0.47	0.47	1.25	4.67	4	5	5	3.67	5	4	2	3.67	4	4	3
Billboard	2019	train	Taylor Swift featuring Brendon Urie	Me!	https://www.azlyrics.com/lyrics/taylorswift/me.html	4.33	4.33	2.67	3.777					3.78	0.57	4.33	4.33	2.67	0.47	0.47	1.25	3	4	4	1	4.33	5	5	3	4	4	4	4
Billboard	2003	dev	Thalía featuring Fat Joe	I Want You	https://www.azlyrics.com/lyrics/thalia/iwantyou.html	3	2	2.33	2.443					2.44	0.16	3	2	2.33	0	0.82	0.47	2.33	3	1	3	2.67	3	3	2	2.33	3	2	2
Billboard	1971	test	The 5th Dimension	One Less Bell to Answer	https://www.azlyrics.com/lyrics/5thdimension/onelessbelltoanswer.html	3.33	3	3	3.110					3.11	0.63	3.33	3	3	0.47	0.82	0.82	2.67	3	3	2	2.67	3	2	3	4	4	4	4
Billboard	2009	test	The All-American Rejects	Gives You Hell	https://www.azlyrics.com/lyrics/allamericanrejects/givesyouhell.html	3	3	3	3.000		3	3	3	3.11	1.1	3	2.67	3.67	0.82	1.7	0.94	2.33	3	1	3	2.33	2	2	3	4.67	4	5	5
Billboard	2007	train	The All-American Rejects	It Ends Tonight	https://www.azlyrics.com/lyrics/allamericanrejects/itendstonight.html	5	4	2.33	3.777					3.78	0.83	5	4	2.33	0	1.41	1.25	4	5	5	2	4.67	5	5	4	2.67	5	2	1
Billboard	2006	train	The All-American Rejects	Move Along	https://www.azlyrics.com/lyrics/allamericanrejects/movealong.html	2.67	2.33	1.67	2.223					2.22	0.57	2.67	2.33	1.67	0.47	1.25	0.47	1.67	3	1	1	2	2	2	2	3	3	4	2
Billboard	1965	train	The Animals	We Gotta Get out of This Place	https://www.azlyrics.com/lyrics/animals/wegottagetoutofthisplace.html	4.667	4.333	4.667	4.556					4.556	0.416	4.667	4.333	4.667	0.471	0.471	0.471	4.67	5	4	5	5	5	5	5	4	4	4	4
Billboard	1966	train	The Association	Cherish	https://www.azlyrics.com/lyrics/association/cherish.html	3.667	2	1	2.222					2.222	0.416	3.667	2	1	0.943	0.816	0	2.33	3	3	1	1.67	3	1	1	2.67	5	2	1
Billboard	1967	train	The Association	Never My Love	https://www.azlyrics.com/lyrics/association/nevermylove.html	1.333	1.333	1	1.222					1.222	0.157	1.333	1.333	1	0.471	0.471	0	1.33	1	2	1	1	1	1	1	1.33	2	1	1
Billboard	1963	test	The Beach Boys	Surfin' U.S.A.	https://www.azlyrics.com/lyrics/beachboys/surfinusa.html	1.667	1.667	4.333	2.556					2.556	0.314	1.667	1.667	4.333	0.943	0.471	0.471	2.33	1	2	4	3	3	2	4	2.33	1	1	5
Grammy_ALT	1971	dev	The Beatles	Dig It	https://www.azlyrics.com/lyrics/beatles/digit.html	1	1	3	1.667					1.67	0.54	1	1	3	0	0	1.63	1.67	1	1	3	1	1	1	1	2.33	1	1	5
Billboard	1976	train	The Beatles	Got to Get You into My Life	https://www.azlyrics.com/lyrics/beatles/gottogetyouintomylife.html	2.67	3.33	2	2.667					2.67	0.94	2.67	3.33	2	0.94	0.47	1.41	2	2	3	1	2	2	3	1	4	4	4	4
Grammy_NOM	1971	dev	The Beatles	Let it Be	https://www.azlyrics.com/lyrics/beatles/letitbe.html	2	1.67	1.67	1.780					1.78	0.16	2	1.67	1.67	0.82	0.47	0.47	1.67	2	1	2	2	3	2	1	1.67	1	2	2
Billboard	1969	dev	The Beatles	Something	https://www.azlyrics.com/lyrics/beatles/something-abbey.html	2.333	2	1.333	1.889					1.889	0.416	2.333	2	1.333	0.471	0.816	0.471	2.33	3	3	1	2	2	2	2	1.33	2	1	1
Billboard	1968	dev	The Bee Gees	I've Gotta Get a Message to You	https://www.azlyrics.com/lyrics/beegees/ivegottagetamessagetoyou.html	4	2	2	2.667					2.667	0.72	4	2	2	0	1.414	0.816	3.67	4	4	3	2	4	1	1	2.33	4	1	2
Billboard	2010	dev	The Black Eyed Peas	I Gotta Feeling	https://www.azlyrics.com/lyrics/blackeyedpeas/igottafeelin.html	2.33	3	4	3.110					3.11	0.68	2.33	3	4	1.25	1.63	0.82	2.33	2	1	4	4	4	5	3	3	1	3	5
Billboard	2010	dev	The Black Eyed Peas	Imma Be	https://www.azlyrics.com/lyrics/blackeyedpeas/immabe.html	4.67	1.67	3	3.113					3.11	0.87	4.67	1.67	3	0.47	0.94	1.63	2.67	4	1	3	2.33	5	1	1	4.33	5	3	5
Billboard	2011	dev	The Black Eyed Peas	Just Can't Get Enough	https://www.azlyrics.com/lyrics/blackeyedpeas/justcantgetenough.html	4	2	3.33	3.110					3.11	0.42	4	2	3.33	0.82	0	1.25	2.67	3	2	3	3	5	2	2	3.67	4	2	5
Grammy_ALT	1971	test	The Carpenters	Love Is Surrender	https://www.azlyrics.com/lyrics/carpenters/loveissurrender.html	1.33	1	1	1.110					1.11	0.16	1.33	1	1	0.47	0	0	1.33	2	1	1	1	1	1	1	1	1	1	1
